1.0R,1.5R,2.0R
-7542.721721000005,-7184.762526000075,-7347.506308000053
-7571.251505000004,-7213.2923100000735,-7376.036092000051
-7580.340640000002,-7222.381445000072,-7385.12522700005
-7610.637756000004,-7252.678561000073,-7415.422343000051
-7587.157491000005,-7217.458163500076,-7368.4618130000545
-7598.266434000005,-7228.567106500075,-7379.570756000054
-7590.944631000002,-7217.5844020000695,-7364.927150000049
-7602.306050000003,-7228.94582100007,-7376.288569000049
-7574.281218000004,-7256.970653000069,-7404.3134010000485
-7523.533548000003,-7180.849148000067,-7302.818061000047
-7539.439534000005,-7196.755134000068,-7318.724047000049
-7562.162371000002,-7219.477971000066,-7341.446884000046
-7555.093044000005,-7208.87398050007,-7327.3082300000515
-7508.132515000005,-7138.433187000068,-7233.387172000052
-7508.132515000005,-7138.433187000068,-7233.387172000052
-7539.187058000003,-7169.487730000066,-7264.44171500005
-7517.726601000002,-7137.297044500065,-7221.520801000048
-7531.107827,-7150.678270500062,-7234.902027000046
-7521.0087889999995,-7160.777308500063,-7245.001065000046
-7492.983957,-7118.740060500062,-7188.951401000048
-7465.9690279999995,-7078.217667000063,-7134.921543000046
-7487.429485000001,-7099.678124000064,-7156.382000000047
-7521.008787999999,-7133.257427000062,-7189.9613030000455
-7469.251215,-7055.621067500066,-7086.446157000048
-7482.884916999999,-7069.254769500065,-7100.079859000047
-7533.380109999998,-7119.749962500064,-7150.575052000046
-7590.187201999997,-7176.557054500063,-7207.382144000045
-7544.489051999997,-7108.009829500061,-7115.985844000044
-7532.370204999996,-7120.128676500062,-7128.104691000046
-7511.667175999999,-7089.074133000067,-7148.8077200000425
-7523.281069999997,-7100.688027000066,-7160.421614000041
-7536.157343999999,-7113.564301000068,-7173.297888000043
-7540.701911,-7118.1088680000685,-7177.842455000044
-7544.951911,-7122.3588680000685,-7182.092455000044
-7552.951911,-7130.3588680000685,-7190.092455000044
-7598.201911,-7175.6088680000685,-7235.342455000044
-7558.451911,-7115.9838680000685,-7155.842455000044
-7584.951911,-7142.4838680000685,-7182.342455000044
-7598.951911,-7156.4838680000685,-7196.342455000044
-7609.201911,-7166.7338680000685,-7206.592455000044
-7592.951911,-7142.3588680000685,-7222.842455000044
-7570.701911,-7108.9838680000685,-7245.092455000044
-7627.201911,-7165.4838680000685,-7301.592455000044
-7652.701911,-7190.9838680000685,-7327.092455000044
-7628.701911,-7154.9838680000685,-7351.092455000044
-7639.951911,-7166.2338680000685,-7362.342455000044
-7669.201911,-7195.4838680000685,-7391.592455000044
-7660.701911,-7182.7338680000685,-7400.092455000044
-7667.451911,-7189.4838680000685,-7406.842455000044
-7633.201911,-7138.1088680000685,-7338.342455000044
-7618.451911,-7152.8588680000685,-7353.092455000044
-7642.451911,-7176.8588680000685,-7377.092455000044
-7718.201911,-7252.6088680000685,-7452.842455000044
-7717.201911,-7251.1088680000685,-7450.842455000044
-7735.701911,-7269.6088680000685,-7469.342455000044
-7684.201911,-7192.3588680000685,-7366.342455000044
-7710.451911,-7218.6088680000685,-7392.592455000044
-7726.701911,-7234.8588680000685,-7408.842455000044
-7753.951911,-7262.1088680000685,-7436.092455000044
-7780.701911,-7288.8588680000685,-7462.842455000044
-7797.951911,-7306.1088680000685,-7480.092455000044
-7823.701911,-7331.8588680000685,-7505.842455000044
-7814.451911,-7341.1088680000685,-7515.092455000044
-7829.701911,-7356.3588680000685,-7530.342455000044
-7809.701911,-7326.3588680000685,-7550.342455000044
-7825.451911,-7342.1088680000685,-7566.092455000044
-7844.451911,-7361.1088680000685,-7585.092455000044
-7872.701911,-7389.3588680000685,-7613.342455000044
-7893.951911,-7410.6088680000685,-7634.592455000044
-7837.451911,-7325.8588680000685,-7521.592455000044
-7856.951911,-7345.3588680000685,-7541.092455000044
